Designation,d[mm],D[mm],B[mm],C[kN],Co[kN],Pu[kN],G-Speed[r/min],O-Speed[r/min]
706 ACE/HCP4A,6.0,17.0,6.0,1.51,0.49,0.015,150000.0,230000.0
706 ACE/HCP4AH,6.0,17.0,6.0,1.51,0.49,0.015,150000.0,230000.0
706 ACE/P4A,6.0,17.0,6.0,1.51,0.49,0.02,127000.0,195000.0
706 ACE/P4AH,6.0,17.0,6.0,1.51,0.49,0.02,127000.0,195000.0
706 CE/HCP4A,6.0,17.0,6.0,1.56,0.5,0.016,170000.0,260000.0
706 CE/HCP4AH,6.0,17.0,6.0,1.56,0.5,0.016,170000.0,260000.0
706 CE/P4A,6.0,17.0,6.0,1.56,0.5,0.022,140000.0,220000.0
706 CE/P4AH,6.0,17.0,6.0,1.56,0.5,0.022,140000.0,220000.0
706 ACD/HCP4A,6.0,17.0,6.0,1.95,0.75,0.024,130000.0,190000.0
706 ACD/HCP4AH,6.0,17.0,6.0,1.95,0.75,0.024,130000.0,190000.0
706 ACD/P4A,6.0,17.0,6.0,1.95,0.75,0.032,110000.0,160000.0
706 ACD/P4AH,6.0,17.0,6.0,1.95,0.75,0.032,110000.0,160000.0
706 CD/HCP4A,6.0,17.0,6.0,2.03,0.765,0.024,140000.0,220000.0
706 CD/HCP4AH,6.0,17.0,6.0,2.03,0.765,0.024,140000.0,220000.0
706 CD/P4A,6.0,17.0,6.0,2.03,0.765,0.032,120000.0,180000.0
706 CD/P4AH,6.0,17.0,6.0,2.03,0.765,0.032,120000.0,180000.0
707 ACE/HCP4A,7.0,19.0,6.0,1.86,0.62,0.019,133000.0,205000.0
707 ACE/HCP4AH,7.0,19.0,6.0,1.86,0.62,0.019,133000.0,205000.0
707 ACE/P4A,7.0,19.0,6.0,1.86,0.62,0.026,112000.0,175000.0
707 ACE/P4AH,7.0,19.0,6.0,1.86,0.62,0.026,112000.0,175000.0
707 CE/HCP4A,7.0,19.0,6.0,1.95,0.64,0.02,150000.0,230000.0
707 CE/HCP4AH,7.0,19.0,6.0,1.95,0.64,0.02,150000.0,230000.0
707 CE/P4A,7.0,19.0,6.0,1.95,0.64,0.027,127000.0,190000.0
707 CE/P4AH,7.0,19.0,6.0,1.95,0.64,0.027,127000.0,190000.0
707 ACD/HCP4A,7.0,19.0,6.0,2.42,0.95,0.029,110000.0,170000.0
707 ACD/HCP4AH,7.0,19.0,6.0,2.42,0.95,0.029,110000.0,170000.0
707 ACD/P4A,7.0,19.0,6.0,2.42,0.95,0.04,95000.0,140000.0
707 ACD/P4AH,7.0,19.0,6.0,2.42,0.95,0.04,95000.0,140000.0
707 CD/HCP4A,7.0,19.0,6.0,2.51,0.98,0.03,120000.0,190000.0
707 CD/HCP4AH,7.0,19.0,6.0,2.51,0.98,0.03,120000.0,190000.0
707 CD/P4A,7.0,19.0,6.0,2.51,0.98,0.04,100000.0,160000.0
707 CD/P4AH,7.0,19.0,6.0,2.51,0.98,0.04,100000.0,160000.0
727 ACD/HCP4A,7.0,22.0,7.0,2.91,1.12,0.034,85000.0,130000.0
727 ACD/P4A,7.0,22.0,7.0,2.91,1.12,0.048,70000.0,110000.0
727 CD/HCP4A,7.0,22.0,7.0,2.96,1.16,0.036,95000.0,150000.0
727 CD/P4A,7.0,22.0,7.0,2.96,1.16,0.049,80000.0,120000.0
719/8 ACE/P4A,8.0,19.0,6.0,1.68,0.6,0.026,109000.0,165000.0
719/8 ACE/P4AH,8.0,19.0,6.0,1.68,0.6,0.026,109000.0,165000.0
719/8 ACE/HCP4A,8.0,19.0,6.0,1.68,0.6,0.026,130000.0,200000.0
719/8 ACE/HCP4AH,8.0,19.0,6.0,1.68,0.6,0.026,130000.0,200000.0
719/8 CE/P4A,8.0,19.0,6.0,1.74,0.63,0.027,120000.0,185000.0
719/8 CE/P4AH,8.0,19.0,6.0,1.74,0.63,0.027,120000.0,185000.0
719/8 CE/HCP4A,8.0,19.0,6.0,1.74,0.63,0.027,145000.0,220000.0
719/8 CE/HCP4AH,8.0,19.0,6.0,1.74,0.63,0.027,145000.0,220000.0
708 ACE/HCP4A,8.0,22.0,7.0,2.29,0.765,0.024,115000.0,180000.0
708 ACE/HCP4AH,8.0,22.0,7.0,2.29,0.765,0.024,115000.0,180000.0
708 ACE/P4A,8.0,22.0,7.0,2.29,0.765,0.032,98000.0,150000.0
708 ACE/P4AH,8.0,22.0,7.0,2.29,0.765,0.032,98000.0,150000.0
708 CE/HCP4A,8.0,22.0,7.0,2.34,0.8,0.025,130000.0,200000.0
708 CE/HCP4AH,8.0,22.0,7.0,2.34,0.8,0.025,130000.0,200000.0
708 CE/P4A,8.0,22.0,7.0,2.34,0.8,0.034,109000.0,165000.0
708 CE/P4AH,8.0,22.0,7.0,2.34,0.8,0.034,109000.0,165000.0
708 ACD/HCP4A,8.0,22.0,7.0,3.19,1.34,0.04,95000.0,150000.0
708 ACD/HCP4AH,8.0,22.0,7.0,3.19,1.34,0.04,95000.0,150000.0
708 ACD/P4A,8.0,22.0,7.0,3.19,1.34,0.056,80000.0,120000.0
708 ACD/P4AH,8.0,22.0,7.0,3.19,1.34,0.056,80000.0,120000.0
708 CD/HCP4A,8.0,22.0,7.0,3.25,1.37,0.043,110000.0,160000.0
708 CD/HCP4AH,8.0,22.0,7.0,3.25,1.37,0.043,110000.0,160000.0
708 CD/P4A,8.0,22.0,7.0,3.25,1.37,0.057,90000.0,130000.0
708 CD/P4AH,8.0,22.0,7.0,3.25,1.37,0.057,90000.0,130000.0
728 ACD/HCP4A,8.0,24.0,8.0,3.58,1.34,0.04,75000.0,120000.0
728 ACD/P4A,8.0,24.0,8.0,3.58,1.34,0.057,67000.0,100000.0
728 CD/HCP4A,8.0,24.0,8.0,3.71,1.37,0.043,85000.0,130000.0
728 CD/P4A,8.0,24.0,8.0,3.71,1.37,0.057,70000.0,110000.0
719/9 ACE/P4A,9.0,20.0,6.0,1.95,0.765,0.032,100000.0,150000.0
719/9 ACE/P4AH,9.0,20.0,6.0,1.95,0.765,0.032,100000.0,150000.0
719/9 ACE/HCP4A,9.0,20.0,6.0,1.95,0.765,0.032,120000.0,180000.0
719/9 ACE/HCP4AH,9.0,20.0,6.0,1.95,0.765,0.032,120000.0,180000.0
719/9 CE/P4A,9.0,20.0,6.0,2.03,0.8,0.034,109000.0,165000.0
719/9 CE/P4AH,9.0,20.0,6.0,2.03,0.8,0.034,109000.0,165000.0
719/9 CE/HCP4A,9.0,20.0,6.0,2.03,0.8,0.034,133000.0,200000.0
719/9 CE/HCP4AH,9.0,20.0,6.0,2.03,0.8,0.034,133000.0,200000.0
709 ACE/HCP4A,9.0,24.0,7.0,2.51,0.9,0.028,106000.0,165000.0
709 ACE/HCP4AH,9.0,24.0,7.0,2.51,0.9,0.028,106000.0,165000.0
709 ACE/P4A,9.0,24.0,7.0,2.51,0.9,0.038,90000.0,137000.0
709 ACE/P4AH,9.0,24.0,7.0,2.51,0.9,0.038,90000.0,137000.0
709 CE/HCP4A,9.0,24.0,7.0,2.6,0.93,0.029,120000.0,180000.0
709 CE/HCP4AH,9.0,24.0,7.0,2.6,0.93,0.029,120000.0,180000.0
709 CE/P4A,9.0,24.0,7.0,2.6,0.93,0.04,98000.0,150000.0
709 CE/P4AH,9.0,24.0,7.0,2.6,0.93,0.04,98000.0,150000.0
709 ACD/HCP4A,9.0,24.0,7.0,3.45,1.53,0.048,85000.0,130000.0
709 ACD/HCP4AH,9.0,24.0,7.0,3.45,1.53,0.048,85000.0,130000.0
709 ACD/P4A,9.0,24.0,7.0,3.45,1.53,0.064,75000.0,110000.0
709 ACD/P4AH,9.0,24.0,7.0,3.45,1.53,0.064,75000.0,110000.0
709 CD/HCP4A,9.0,24.0,7.0,3.58,1.6,0.049,95000.0,150000.0
709 CD/HCP4AH,9.0,24.0,7.0,3.58,1.6,0.049,95000.0,150000.0
709 CD/P4A,9.0,24.0,7.0,3.58,1.6,0.068,80000.0,120000.0
709 CD/P4AH,9.0,24.0,7.0,3.58,1.6,0.068,80000.0,120000.0
729 ACD/HCP4A,9.0,26.0,8.0,3.97,1.6,0.049,70000.0,110000.0
729 ACD/P4A,9.0,26.0,8.0,3.97,1.6,0.067,60000.0,90000.0
729 CD/HCP4A,9.0,26.0,8.0,4.1,1.66,0.051,80000.0,120000.0
729 CD/P4A,9.0,26.0,8.0,4.1,1.66,0.071,67000.0,100000.0
71800 ACD/HCP4,10.0,19.0,5.0,1.78,0.93,0.029,85000.0,130000.0
71800 ACD/P4,10.0,19.0,5.0,1.78,0.93,0.04,70000.0,110000.0
71800 CD/HCP4,10.0,19.0,5.0,1.9,0.98,0.03,95000.0,150000.0
71800 CD/P4,10.0,19.0,5.0,1.9,0.98,0.043,80000.0,120000.0
71900 ACE/P4A,10.0,22.0,6.0,1.95,0.78,0.032,93000.0,140000.0
71900 ACE/P4AH,10.0,22.0,6.0,1.95,0.78,0.032,93000.0,140000.0
71900 ACE/HCP4A,10.0,22.0,6.0,1.95,0.78,0.032,109000.0,165000.0
71900 ACE/HCP4AH,10.0,22.0,6.0,1.95,0.78,0.032,109000.0,165000.0
71900 CE/P4A,10.0,22.0,6.0,2.03,0.815,0.034,100000.0,155000.0
71900 CE/P4AH,10.0,22.0,6.0,2.03,0.815,0.034,100000.0,155000.0
71900 CE/HCP4A,10.0,22.0,6.0,2.03,0.815,0.034,123000.0,185000.0
71900 CE/HCP4AH,10.0,22.0,6.0,2.03,0.815,0.034,123000.0,185000.0
71900 ACD/HCP4A,10.0,22.0,6.0,2.42,1.06,0.032,70000.0,110000.0
S71900 ACD/HCP4A,10.0,22.0,6.0,2.42,1.06,0.032,70000.0,
71900 ACD/P4A,10.0,22.0,6.0,2.42,1.06,0.045,63000.0,95000.0
S71900 ACD/P4A,10.0,22.0,6.0,2.42,1.06,0.045,63000.0,
71900 CD/HCP4A,10.0,22.0,6.0,2.51,1.1,0.034,80000.0,120000.0
S71900 CD/HCP4A,10.0,22.0,6.0,2.51,1.1,0.034,80000.0,
71900 CD/P4A,10.0,22.0,6.0,2.51,1.1,0.048,70000.0,110000.0
S71900 CD/P4A,10.0,22.0,6.0,2.51,1.1,0.048,70000.0,
7000 ACE/HCP4A,10.0,26.0,8.0,2.86,1.14,0.036,98000.0,150000.0
7000 ACE/HCP4AH,10.0,26.0,8.0,2.86,1.14,0.036,98000.0,150000.0
S7000 ACE/HCP4A,10.0,26.0,8.0,2.86,1.14,0.036,98000.0,
7000 ACE/P4A,10.0,26.0,8.0,2.86,1.14,0.048,83000.0,127000.0
7000 ACE/P4AH,10.0,26.0,8.0,2.86,1.14,0.048,83000.0,127000.0
S7000 ACE/P4A,10.0,26.0,8.0,2.86,1.14,0.048,83000.0,
7000 CE/HCP4A,10.0,26.0,8.0,3.02,1.18,0.036,109000.0,165000.0
7000 CE/HCP4AH,10.0,26.0,8.0,3.02,1.18,0.036,109000.0,165000.0
S7000 CE/HCP4A,10.0,26.0,8.0,3.02,1.18,0.036,109000.0,
7000 CE/P4A,10.0,26.0,8.0,3.02,1.18,0.05,90000.0,140000.0
7000 CE/P4AH,10.0,26.0,8.0,3.02,1.18,0.05,90000.0,140000.0
S7000 CE/P4A,10.0,26.0,8.0,3.02,1.18,0.05,90000.0,
7000 ACD/HCP4A,10.0,26.0,8.0,3.97,1.6,0.049,80000.0,120000.0
7000 ACD/HCP4AH,10.0,26.0,8.0,3.97,1.6,0.049,80000.0,120000.0
S7000 ACD/HCP4A,10.0,26.0,8.0,3.97,1.6,0.049,80000.0,
7000 ACD/P4A,10.0,26.0,8.0,3.97,1.6,0.067,67000.0,100000.0
7000 ACD/P4AH,10.0,26.0,8.0,3.97,1.6,0.067,67000.0,100000.0
S7000 ACD/P4A,10.0,26.0,8.0,3.97,1.6,0.067,67000.0,
7000 CD/HCP4A,10.0,26.0,8.0,4.1,1.66,0.051,90000.0,140000.0
7000 CD/HCP4AH,10.0,26.0,8.0,4.1,1.66,0.051,90000.0,140000.0
S7000 CD/HCP4A,10.0,26.0,8.0,4.1,1.66,0.051,90000.0,
7000 CD/P4A,10.0,26.0,8.0,4.1,1.66,0.071,75000.0,110000.0
7000 CD/P4AH,10.0,26.0,8.0,4.1,1.66,0.071,75000.0,110000.0
S7000 CD/P4A,10.0,26.0,8.0,4.1,1.66,0.071,75000.0,
7200 ACD/HCP4A,10.0,30.0,9.0,4.36,1.86,0.057,63000.0,95000.0
S7200 ACD/HCP4A,10.0,30.0,9.0,4.36,1.86,0.057,63000.0,
7200 ACD/P4A,10.0,30.0,9.0,4.36,1.86,0.078,53000.0,80000.0
S7200 ACD/P4A,10.0,30.0,9.0,4.36,1.86,0.078,53000.0,
7200 CD/HCP4A,10.0,30.0,9.0,4.49,1.93,0.06,70000.0,100000.0
S7200 CD/HCP4A,10.0,30.0,9.0,4.49,1.93,0.06,70000.0,
7200 CD/P4A,10.0,30.0,9.0,4.49,1.93,0.08,60000.0,90000.0
S7200 CD/P4A,10.0,30.0,9.0,4.49,1.93,0.08,60000.0,
71801 ACD/HCP4,12.0,21.0,5.0,1.95,1.12,0.034,75000.0,110000.0
71801 ACD/P4,12.0,21.0,5.0,1.95,1.12,0.048,63000.0,95000.0
71801 CD/HCP4,12.0,21.0,5.0,2.08,1.18,0.036,85000.0,130000.0
71801 CD/P4,12.0,21.0,5.0,2.08,1.18,0.05,70000.0,110000.0
71901 ACE/P4A,12.0,24.0,6.0,2.03,0.865,0.036,83000.0,123000.0
71901 ACE/P4AH,12.0,24.0,6.0,2.03,0.865,0.036,83000.0,123000.0
71901 ACE/HCP4A,12.0,24.0,6.0,2.03,0.865,0.036,98000.0,150000.0
71901 ACE/HCP4AH,12.0,24.0,6.0,2.03,0.865,0.036,98000.0,150000.0
71901 CE/P4A,12.0,24.0,6.0,2.12,0.915,0.039,90000.0,137000.0
71901 CE/P4AH,12.0,24.0,6.0,2.12,0.915,0.039,90000.0,137000.0
71901 CE/HCP4A,12.0,24.0,6.0,2.12,0.915,0.039,109000.0,165000.0
71901 CE/HCP4AH,12.0,24.0,6.0,2.12,0.915,0.039,109000.0,165000.0
71901 ACD/HCP4A,12.0,24.0,6.0,2.55,1.18,0.036,67000.0,100000.0
S71901 ACD/HCP4A,12.0,24.0,6.0,2.55,1.18,0.036,67000.0,
71901 ACD/P4A,12.0,24.0,6.0,2.55,1.18,0.05,56000.0,85000.0
S71901 ACD/P4A,12.0,24.0,6.0,2.55,1.18,0.05,56000.0,
71901 CD/HCP4A,12.0,24.0,6.0,2.65,1.25,0.038,75000.0,110000.0
S71901 CD/HCP4A,12.0,24.0,6.0,2.65,1.25,0.038,75000.0,
71901 CD/P4A,12.0,24.0,6.0,2.65,1.25,0.053,63000.0,95000.0
S71901 CD/P4A,12.0,24.0,6.0,2.65,1.25,0.053,63000.0,
7001 ACE/HCP4A,12.0,28.0,8.0,3.07,1.27,0.04,88000.0,133000.0
7001 ACE/HCP4AH,12.0,28.0,8.0,3.07,1.27,0.04,88000.0,133000.0
S7001 ACE/HCP4A,12.0,28.0,8.0,3.07,1.27,0.04,88000.0,
7001 ACE/P4A,12.0,28.0,8.0,3.07,1.27,0.054,73000.0,112000.0
7001 ACE/P4AH,12.0,28.0,8.0,3.07,1.27,0.054,73000.0,112000.0
S7001 ACE/P4A,12.0,28.0,8.0,3.07,1.27,0.054,73000.0,
7001 CE/HCP4A,12.0,28.0,8.0,3.19,1.34,0.04,98000.0,150000.0
7001 CE/HCP4AH,12.0,28.0,8.0,3.19,1.34,0.04,98000.0,150000.0
S7001 CE/HCP4A,12.0,28.0,8.0,3.19,1.34,0.04,98000.0,
7001 CE/P4A,12.0,28.0,8.0,3.19,1.34,0.057,80000.0,127000.0
7001 CE/P4AH,12.0,28.0,8.0,3.19,1.34,0.057,80000.0,127000.0
S7001 CE/P4A,12.0,28.0,8.0,3.19,1.34,0.057,80000.0,
7001 ACD/HCP4A,12.0,28.0,8.0,4.36,1.83,0.057,70000.0,110000.0
7001 ACD/HCP4AH,12.0,28.0,8.0,4.36,1.83,0.057,70000.0,110000.0
S7001 ACD/HCP4A,12.0,28.0,8.0,4.36,1.83,0.057,70000.0,
7001 ACD/P4A,12.0,28.0,8.0,4.36,1.83,0.078,60000.0,90000.0
7001 ACD/P4AH,12.0,28.0,8.0,4.36,1.83,0.078,60000.0,90000.0
S7001 ACD/P4A,12.0,28.0,8.0,4.36,1.83,0.078,60000.0,
7001 CD/HCP4A,12.0,28.0,8.0,4.49,1.9,0.06,80000.0,120000.0
7001 CD/HCP4AH,12.0,28.0,8.0,4.49,1.9,0.06,80000.0,120000.0
S7001 CD/HCP4A,12.0,28.0,8.0,4.49,1.9,0.06,80000.0,
7001 CD/P4A,12.0,28.0,8.0,4.49,1.9,0.08,67000.0,100000.0
7001 CD/P4AH,12.0,28.0,8.0,4.49,1.9,0.08,67000.0,100000.0
S7001 CD/P4A,12.0,28.0,8.0,4.49,1.9,0.08,67000.0,
7201 ACD/HCP4A,12.0,32.0,10.0,5.72,2.45,0.075,56000.0,85000.0
S7201 ACD/HCP4A,12.0,32.0,10.0,5.72,2.45,0.075,56000.0,
7201 ACD/P4A,12.0,32.0,10.0,5.72,2.45,0.104,48000.0,70000.0
S7201 ACD/P4A,12.0,32.0,10.0,5.72,2.45,0.104,48000.0,
7201 CD/HCP4A,12.0,32.0,10.0,5.85,2.55,0.078,67000.0,95000.0
S7201 CD/HCP4A,12.0,32.0,10.0,5.85,2.55,0.078,67000.0,
7201 CD/P4A,12.0,32.0,10.0,5.85,2.55,0.108,53000.0,80000.0
S7201 CD/P4A,12.0,32.0,10.0,5.85,2.55,0.108,53000.0,
71802 ACD/HCP4,15.0,24.0,5.0,2.16,1.4,0.044,63000.0,100000.0
71802 ACD/P4,15.0,24.0,5.0,2.16,1.4,0.06,53000.0,80000.0
71802 CD/HCP4,15.0,24.0,5.0,2.29,1.5,0.045,70000.0,110000.0
71802 CD/P4,15.0,24.0,5.0,2.29,1.5,0.063,60000.0,90000.0
71902 ACE/P4A,15.0,28.0,7.0,3.02,1.34,0.057,68000.0,106000.0
71902 ACE/P4AH,15.0,28.0,7.0,3.02,1.34,0.057,68000.0,106000.0
71902 ACE/HCP4A,15.0,28.0,7.0,3.02,1.34,0.057,83000.0,127000.0
71902 ACE/HCP4AH,15.0,28.0,7.0,3.02,1.34,0.057,83000.0,127000.0
71902 CE/P4A,15.0,28.0,7.0,3.19,1.4,0.06,75000.0,115000.0
71902 CE/P4AH,15.0,28.0,7.0,3.19,1.4,0.06,75000.0,115000.0
71902 CE/HCP4A,15.0,28.0,7.0,3.19,1.4,0.06,90000.0,140000.0
71902 CE/HCP4AH,15.0,28.0,7.0,3.19,1.4,0.06,90000.0,140000.0
71902 ACD/HCP4A,15.0,28.0,7.0,3.77,1.8,0.056,60000.0,90000.0
S71902 ACD/HCP4A,15.0,28.0,7.0,3.77,1.8,0.056,60000.0,
71902 ACD/P4A,15.0,28.0,7.0,3.77,1.8,0.078,50000.0,75000.0
S71902 ACD/P4A,15.0,28.0,7.0,3.77,1.8,0.078,50000.0,
71902 CD/HCP4A,15.0,28.0,7.0,3.97,1.9,0.06,70000.0,100000.0
S71902 CD/HCP4A,15.0,28.0,7.0,3.97,1.9,0.06,70000.0,
71902 CD/P4A,15.0,28.0,7.0,3.97,1.9,0.08,56000.0,85000.0
S71902 CD/P4A,15.0,28.0,7.0,3.97,1.9,0.08,56000.0,
7002 ACE/HCP4A,15.0,32.0,9.0,4.23,1.83,0.057,75000.0,115000.0
7002 ACE/HCP4AH,15.0,32.0,9.0,4.23,1.83,0.057,75000.0,115000.0
S7002 ACE/HCP4A,15.0,32.0,9.0,4.23,1.83,0.057,75000.0,
7002 ACE/P4A,15.0,32.0,9.0,4.23,1.83,0.078,63000.0,95000.0
7002 ACE/P4AH,15.0,32.0,9.0,4.23,1.83,0.078,63000.0,95000.0
S7002 ACE/P4A,15.0,32.0,9.0,4.23,1.83,0.078,63000.0,
7002 CE/HCP4A,15.0,32.0,9.0,4.42,1.93,0.06,83000.0,127000.0
7002 CE/HCP4AH,15.0,32.0,9.0,4.42,1.93,0.06,83000.0,127000.0
S7002 CE/HCP4A,15.0,32.0,9.0,4.42,1.93,0.06,83000.0,
7002 CE/P4A,15.0,32.0,9.0,4.42,1.93,0.08,68000.0,106000.0
7002 CE/P4AH,15.0,32.0,9.0,4.42,1.93,0.08,68000.0,106000.0
S7002 CE/P4A,15.0,32.0,9.0,4.42,1.93,0.08,68000.0,
7002 ACD/HCP4A,15.0,32.0,9.0,4.94,2.32,0.072,60000.0,95000.0
7002 ACD/HCP4AH,15.0,32.0,9.0,4.94,2.32,0.072,60000.0,95000.0
S7002 ACD/HCP4A,15.0,32.0,9.0,4.94,2.32,0.072,60000.0,
7002 ACD/P4A,15.0,32.0,9.0,4.94,2.32,0.098,50000.0,75000.0
7002 ACD/P4AH,15.0,32.0,9.0,4.94,2.32,0.098,50000.0,75000.0
S7002 ACD/P4A,15.0,32.0,9.0,4.94,2.32,0.098,50000.0,
7002 CD/HCP4A,15.0,32.0,9.0,5.2,2.45,0.075,67000.0,100000.0
7002 CD/HCP4AH,15.0,32.0,9.0,5.2,2.45,0.075,67000.0,100000.0
S7002 CD/HCP4A,15.0,32.0,9.0,5.2,2.45,0.075,67000.0,
7002 CD/P4A,15.0,32.0,9.0,5.2,2.45,0.104,56000.0,85000.0
7002 CD/P4AH,15.0,32.0,9.0,5.2,2.45,0.104,56000.0,85000.0
S7002 CD/P4A,15.0,32.0,9.0,5.2,2.45,0.104,56000.0,
7202 ACD/HCP4A,15.0,35.0,11.0,7.15,3.2,0.098,50000.0,75000.0
S7202 ACD/HCP4A,15.0,35.0,11.0,7.15,3.2,0.098,50000.0,
7202 ACD/P4A,15.0,35.0,11.0,7.15,3.2,0.134,43000.0,63000.0
S7202 ACD/P4A,15.0,35.0,11.0,7.15,3.2,0.134,43000.0,
7202 CD/HCP4A,15.0,35.0,11.0,7.41,3.35,0.102,60000.0,85000.0
S7202 CD/HCP4A,15.0,35.0,11.0,7.41,3.35,0.102,60000.0,
7202 CD/P4A,15.0,35.0,11.0,7.41,3.35,0.14,48000.0,70000.0
S7202 CD/P4A,15.0,35.0,11.0,7.41,3.35,0.14,48000.0,
71803 ACD/HCP4,17.0,26.0,5.0,2.21,1.53,0.048,60000.0,90000.0
71803 ACD/P4,17.0,26.0,5.0,2.21,1.53,0.064,48000.0,75000.0
71803 CD/HCP4,17.0,26.0,5.0,2.34,1.6,0.049,63000.0,100000.0
71803 CD/P4,17.0,26.0,5.0,2.34,1.6,0.068,53000.0,85000.0
71903 ACE/P4A,17.0,30.0,7.0,3.19,1.46,0.063,63000.0,95000.0
71903 ACE/P4AH,17.0,30.0,7.0,3.19,1.46,0.063,63000.0,95000.0
71903 ACE/HCP4A,17.0,30.0,7.0,3.19,1.46,0.063,75000.0,115000.0
71903 ACE/HCP4AH,17.0,30.0,7.0,3.19,1.46,0.063,75000.0,115000.0
71903 CE/P4A,17.0,30.0,7.0,3.32,1.56,0.067,70000.0,106000.0
71903 CE/P4AH,17.0,30.0,7.0,3.32,1.56,0.067,70000.0,106000.0
71903 CE/HCP4A,17.0,30.0,7.0,3.32,1.56,0.067,83000.0,127000.0
71903 CE/HCP4AH,17.0,30.0,7.0,3.32,1.56,0.067,83000.0,127000.0
71903 ACD/HCP4A,17.0,30.0,7.0,3.97,2.0,0.062,53000.0,80000.0
S71903 ACD/HCP4A,17.0,30.0,7.0,3.97,2.0,0.062,53000.0,
71903 ACD/P4A,17.0,30.0,7.0,3.97,2.0,0.085,45000.0,67000.0
S71903 ACD/P4A,17.0,30.0,7.0,3.97,2.0,0.085,45000.0,
71903 CD/HCP4A,17.0,30.0,7.0,4.16,2.08,0.064,63000.0,90000.0
S71903 CD/HCP4A,17.0,30.0,7.0,4.16,2.08,0.064,63000.0,
71903 CD/P4A,17.0,30.0,7.0,4.16,2.08,0.088,50000.0,75000.0
S71903 CD/P4A,17.0,30.0,7.0,4.16,2.08,0.088,50000.0,
7003 ACE/HCP4A,17.0,35.0,10.0,5.59,2.45,0.075,68000.0,103000.0
7003 ACE/HCP4AH,17.0,35.0,10.0,5.59,2.45,0.075,68000.0,103000.0
S7003 ACE/HCP4A,17.0,35.0,10.0,5.59,2.45,0.075,68000.0,
7003 ACE/P4A,17.0,35.0,10.0,5.59,2.45,0.104,56000.0,88000.0
7003 ACE/P4AH,17.0,35.0,10.0,5.59,2.45,0.104,56000.0,88000.0
S7003 ACE/P4A,17.0,35.0,10.0,5.59,2.45,0.104,56000.0,
7003 CE/HCP4A,17.0,35.0,10.0,5.85,2.55,0.08,75000.0,115000.0
7003 CE/HCP4AH,17.0,35.0,10.0,5.85,2.55,0.08,75000.0,115000.0
S7003 CE/HCP4A,17.0,35.0,10.0,5.85,2.55,0.08,75000.0,
7003 CE/P4A,17.0,35.0,10.0,5.85,2.55,0.108,63000.0,95000.0
7003 CE/P4AH,17.0,35.0,10.0,5.85,2.55,0.108,63000.0,95000.0
S7003 CE/P4A,17.0,35.0,10.0,5.85,2.55,0.108,63000.0,
7003 ACD/HCP4A,17.0,35.0,10.0,6.5,3.1,0.095,56000.0,85000.0
7003 ACD/HCP4AH,17.0,35.0,10.0,6.5,3.1,0.095,56000.0,85000.0
S7003 ACD/HCP4A,17.0,35.0,10.0,6.5,3.1,0.095,56000.0,
7003 ACD/P4A,17.0,35.0,10.0,6.5,3.1,0.132,45000.0,70000.0
7003 ACD/P4AH,17.0,35.0,10.0,6.5,3.1,0.132,45000.0,70000.0
S7003 ACD/P4A,17.0,35.0,10.0,6.5,3.1,0.132,45000.0,
7003 CD/HCP4A,17.0,35.0,10.0,6.76,3.25,0.1,60000.0,95000.0
7003 CD/HCP4AH,17.0,35.0,10.0,6.76,3.25,0.1,60000.0,95000.0
S7003 CD/HCP4A,17.0,35.0,10.0,6.76,3.25,0.1,60000.0,
7003 CD/P4A,17.0,35.0,10.0,6.76,3.25,0.137,50000.0,75000.0
7003 CD/P4AH,17.0,35.0,10.0,6.76,3.25,0.137,50000.0,75000.0
S7003 CD/P4A,17.0,35.0,10.0,6.76,3.25,0.137,50000.0,
7203 ACD/HCP4A,17.0,40.0,12.0,8.84,4.0,0.125,45000.0,67000.0
S7203 ACD/HCP4A,17.0,40.0,12.0,8.84,4.0,0.125,45000.0,
7203 ACD/P4A,17.0,40.0,12.0,8.84,4.0,0.17,38000.0,56000.0
S7203 ACD/P4A,17.0,40.0,12.0,8.84,4.0,0.17,38000.0,
7203 CD/HCP4A,17.0,40.0,12.0,9.23,4.15,0.129,53000.0,75000.0
S7203 CD/HCP4A,17.0,40.0,12.0,9.23,4.15,0.129,53000.0,
7203 CD/P4A,17.0,40.0,12.0,9.23,4.15,0.176,43000.0,63000.0
S7203 CD/P4A,17.0,40.0,12.0,9.23,4.15,0.176,43000.0,
71804 ACD/HCP4,20.0,32.0,7.0,3.64,2.5,0.078,48000.0,75000.0
71804 ACD/P4,20.0,32.0,7.0,3.64,2.5,0.106,40000.0,63000.0
71804 CD/HCP4,20.0,32.0,7.0,3.9,2.65,0.083,53000.0,80000.0
71804 CD/P4,20.0,32.0,7.0,3.9,2.65,0.112,45000.0,70000.0
71904 ACE/P4A,20.0,37.0,9.0,4.68,2.28,0.098,52000.0,78000.0
71904 ACE/P4AH,20.0,37.0,9.0,4.68,2.28,0.098,52000.0,78000.0
71904 ACE/P4AL,20.0,37.0,9.0,4.68,2.28,0.098,52000.0,78000.0
S71904 ACE/P4A,20.0,37.0,9.0,4.68,2.28,0.098,52000.0,
71904 ACE/HCP4A,20.0,37.0,9.0,4.68,2.28,0.098,60000.0,95000.0
71904 ACE/HCP4AH,20.0,37.0,9.0,4.68,2.28,0.098,60000.0,95000.0
